"type","text"
"ham","I dunno until when... Lets go learn pilates..."
"spam","U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795."
"ham","Yup i'm elaborating on the safety aspects and some other issues.."
"spam","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
"ham","Goodmorning, today i am late for 1hr."
"ham","Hi happy birthday. Hi hi hi hi hi hi hi"
"ham","I will be outside office take all from there"
"ham","If you don't respond imma assume you're still asleep and imma start calling n shit"
"ham","Aight, see you in a bit"
"ham","My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)"
"spam","Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p"
"ham","Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them."
"ham","Still work going on:)it is very small house."
"ham","My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
"ham","Tmr timin still da same wat cos i got lesson until 6..."
"ham","That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
"spam","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone"
"ham","No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans"
"ham","Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
"ham","Okie... Thanx..."
"ham","Gosh that , what a pain. Spose I better come then."
"ham","As usual..iam fine, happy &amp; doing well..:)"
"ham","Okie"
"ham","So when you gonna get rimac access"
"ham","""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?"""
"ham","You call times job today ok umma and ask them to speed up"
"ham","""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!"""
"ham","R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE"
"ham",":-) yeah! Lol. Luckily i didn't have a starring role like you!"
"ham","Hello madam how are you ?"
"ham","Awesome, text me when you're restocked"
"ham","As usual..iam fine, happy &amp; doing well..:)"
"spam","Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week"
"ham","Yes. It's all innocent fun. O:-)"
"ham","Thanks for sending this mental ability question.."
"ham","Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
"ham","2marrow only. Wed at  &lt;#&gt;  to 2 aha."
"ham","I went to ur hon lab but no one is there."
"ham","I cant pick the phone right now. Pls send a message"
"ham","Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!"
"spam","<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min"
"ham","How come?"
"ham","Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?"
"ham","Ok lor..."
"ham","I'm coming home 4 dinner."
"ham","S da..al r above  &lt;#&gt;"
"spam","FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
"ham","Unni thank you dear for the recharge..Rakhesh"
"ham","I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that"
"ham","Haha... They cant what... At the most tmr forfeit... haha so how?"
"ham","Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
"ham","No way I'm going back there!"
"spam","URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
"ham","I WILL CAL YOU SIR. In meeting"
"ham","That's what I love to hear :V see you sundayish, then"
"ham","Sorry da thangam, very very sorry i am held up with prasad."
"ham","Tiwary to rcb.battle between bang and kochi."
"ham","Thank god they are in bed!"
"ham","No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear"
"ham","Am in gobi arts college"
"ham","Why she wants to talk to me"
"ham","Pandy joined 4w technologies today.he got job.."
"spam","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
"ham","They can try! They can get lost, in fact. Tee hee"
"ham","Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No."
"ham","My friends use to call the same."
"ham","Sorry, I'll call later"
"ham","Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
"ham","It,,s a taxt massage....tie-pos argh ok! Lool!"
"ham","Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
"ham","You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
"ham","Do you like shaking your booty on the dance floor?"
"ham","Text me when you get off, don't call, my phones having problems"
"ham","No need for the drug anymore."
"ham","Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon.."
"ham","Its sarcasm.. .nt scarcasim"
"ham","Great! I have to run now so ttyl!"
"ham","Feel like trying kadeem again? :V"
"ham","Dai  &lt;#&gt;  naal eruku."
"ham","Not yet chikku..wat abt u?"
"ham","Ok..."
"ham","Want to finally have lunch today?"
"ham","Do you know when dad will be back?"
"spam","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
"spam","8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+"
"ham","He remains a bro amongst bros"
"ham","R u meeting da ge at nite tmr?"
"ham","* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
"ham","Why de. You looking good only:-).."
"spam","Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg"
"spam","we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery"
"ham","Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday."
"ham","That's cool, I'll come by like  &lt;#&gt; ish"
"ham","Super msg da:)nalla timing."
"ham","Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
"ham","I am 6 ft. We will be a good combination!"
"ham","I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!"
"ham","* Am on a train back from northampton so i'm afraid not!"
"ham","Where in abj are you serving. Are you staying with dad or alone."
"ham","Was playng 9 doors game and gt racing on phone lol"
"spam","New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
"ham","Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
"ham","I'm on da bus going home..."
"ham","I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon"
"ham","I'm okay. Chasing the dream. What's good. What are you doing next."
"ham","Yupz... I've oredi booked slots 4 my weekends liao..."
"spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only"
"ham","There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no"
"ham","Okie"
"ham","Yes I know the cheesy songs from frosty the snowman :)"
"ham","Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
"spam","sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p"
"ham","Hey tmr meet at bugis 930 ?"
"spam","Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
"ham","All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?"
"ham","Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you"
"ham","And whenever you and i see we can still hook up too."
"ham","Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon..."
"ham","Can you use foreign stamps for whatever you send them off for?"
"spam","FROM 88066 LOST £12 HELP"
"ham","Oh baby of the house. How come you dont have any new pictures on facebook"
"ham","Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
"ham","Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
"ham","Omw back to tampa from west palm, you hear what happened?"
"ham","Yup no more already... Thanx 4 printing n handing it up."
"spam","FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!"
"ham","What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want."
"ham","S now only i took tablets . Reaction morning only."
"spam","Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"
"ham","Nah, I'm a perpetual DD"
"ham","Sorry de i went to shop."
"spam","Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk"
"ham","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"ham","Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath"
"ham","Nope i'm not drivin... I neva develop da photos lei..."
"ham","I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?"
"ham","Cool. I am  &lt;#&gt;  inches long. hope you like them big!"
"ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"ham","Okie.. Thanx.."
"spam","18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222."
"ham","Go where n buy? Juz buy when we get there lar."
"ham","Ok lor..."
"ham","I'm working technical support :)voice process."
"ham","It's justbeen overa week since we broke up and already our brains are going to mush!"
"ham","Tunde, how are you doing. This is just wishing you a great day. Abiola."
"ham","Nope... C ü then..."
"ham","No. But we'll do medical missions to nigeria"
"ham","No i am not having not any movies in my laptop"
"ham","Whatsup there. Dont u want to sleep"
"spam","Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “"
"spam","Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
"ham","I havent lei.. Next mon can?"
"ham","Mm feeling sleepy. today itself i shall get that dear"
"ham","How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-."
"ham","Do ü noe if ben is going?"
"ham","Can you do a mag meeting this avo at some point?"
"ham","I meant middle left or right?"
"ham","Really? I crashed out cuddled on my sofa."
"ham","Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu"
"ham","I sent you the prices and do you mean the  &lt;#&gt; g,"
"ham","Are you this much buzy"
"ham","Nothing. Can..."
"spam","I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over."
"ham","No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u"
"ham","But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died."
"ham","Tick, tick, tick ... Babe"
"ham","R ü going 4 today's meeting?"
"ham","K da:)how many page you want?"
"ham","Ya had just now.onion roast."
"ham","Send his number and give reply tomorrow morning for why you said that to him like that ok"
"ham","You said not now. No problem. When you can. Let me know."
"ham","Ok but tell me half an hr b4 u come i need 2 prepare."
"ham","Play w computer? Aiyah i tok 2 u lor?"
"ham","Sat right? Okay thanks..."
"ham","Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
"ham","Ok Chinese food on its way. When I get fat you're paying for my lipo."
"ham","We r outside already."
"ham","Have a good trip. Watch out for . Remember when you get back we must decide about easter."
"ham","Yo we are watching a movie on netflix"
"ham","What time. I‘m out until prob 3 or so"
"ham","Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
"ham","I dont thnk its a wrong calling between us"
"ham","I am not sure about night menu. . . I know only about noon menu"
"ham","ARR birthday today:) i wish him to get more oscar."
"ham","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"ham","Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
"ham"," and  picking them up from various points"
"spam","Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX"
"ham","Wow v v impressed. Have funs shopping!"
"ham","I am on the way to ur home"
"spam","Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner"
"ham","No problem. Talk to you later"
"ham","Then ur sis how?"
"ham","Still in customer place"
"spam","How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?"
"ham","Dude u knw also telugu..thts gud..k, gud nyt.."
"ham","We confirm eating at esplanade?"
"ham","Send me your id and password"
"ham","Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning."
"spam","For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
"ham","Well I might not come then..."
"ham","Long after I quit. I get on only like 5 minutes a day as it is."
"ham","Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go."
"ham","Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you"
"ham","Just arrived, see you in a couple days &lt;3"
"ham","K, wat s tht incident?"
"ham","Yeah get the unlimited"
"ham","cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg.."
"ham","Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
"ham","Ü got wat to buy tell us then ü no need to come in again."
"ham","When you are big..| God will bring success."
"spam","U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870"
"ham","… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
"ham","Well there's still a bit left if you guys want to tonight"
"ham","Not from this campus. Are you in the library?"
"ham","The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
"ham","How will I creep on you now? ;_;"
"ham","Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;"
"ham","If I get there before you after your ten billion calls and texts so help me god"
"ham","Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu"
"ham","I've told him that i've returned it. That should i re order it."
"ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
"ham","Depends on where u going lor."
"ham","And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*"
"spam","FreeMsg>FAV XMAS TONES!Reply REAL"
"ham","Lil fever:) now fine:)"
"ham","I think it's all still in my car"
"ham","Can a not?"
"spam","December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906"
"ham","Yes princess! I want to catch you with my big strong hands..."
"ham","Oh yeah I forgot. U can only take 2 out shopping at once."
"ham","Mm so you asked me not to call radio"
"ham","Thinkin about someone is all good. No drugs for that"
"ham","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"ham","Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
"ham","Alright if you're sure, let me know when you're leaving"
"ham","Some are lasting as much as 2 hours. You might get lucky."
"ham","Genius what's up. How your brother. Pls send his number to my skype."
"spam","Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
"ham","Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join..."
"ham","Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*"
"spam","INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow."
"ham","Oh god..taken the teeth?is it paining"
"spam","ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine."
"ham","Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect..."
"ham","No need to buy lunch for me.. I eat maggi mee.."
"spam","Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
"ham","Ok lor..."
"ham","Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
"ham","Wife.how she knew the time of murder exactly"
"spam","Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p."
"ham","Howz that persons story"
"ham","Thanx 4 sending me home..."
"ham","Its normally hot mail. Com you see!"
"spam","You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
"ham","U sick still can go shopping?"
"ham","Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
"ham","Nice.nice.how is it working?"
"ham","1's reach home call me."
"ham","Were trying to find a Chinese food place around here"
"ham","Easy mate, * guess the quick drink was bit ambitious."
"ham","BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ..."
"ham","Ok thanx..."
"ham","aathi..where are you dear.."
"ham","Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
"ham","Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover."
"ham","Will be out of class in a few hours. Sorry"
"ham","Wat time u finish ur lect today?"
"spam","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
"ham","Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
"spam","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
"ham","She's fine. Good to hear from you. How are you my dear? Happy new year oh."
"ham","Are you going to wipro interview today?"
"ham","how tall are you princess?"
"ham","I doubt you could handle 5 times per night in any case..."
"ham","Haha... Hope ü can hear the receipt sound... Gd luck!"
"ham","Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me."
"ham","Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
"ham","Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?"
"ham","In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8"
"ham","Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
"ham","I want to be there so i can kiss you and feel you next to me"
"ham","I am not at all happy with what you saying or doing"
"spam","Adult 18 Content Your video will be with you shortly"
"ham","Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
"ham","What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother"
"ham","He says hi and to get your ass back to south tampa (preferably at a kegger)"
"ham","Smith waste da.i wanna gayle."
"ham","Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
"ham","Aight, tomorrow around  &lt;#&gt;  it is"
"ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"spam","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
"ham","I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?"
"ham","See you there!"
"ham","I dont understand your message."
"ham","Crucify is c not s. You should have told me earlier."
"ham","Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
"ham","Fuck cedar key and fuck her (come over anyway tho)"
"ham","twenty past five he said will this train have been to durham already or not coz i am in a reserved seat"
"spam","Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
"ham","U still painting ur wall?"
"spam","Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
"ham","Printer is cool. I mean groovy. Wine is groovying"
"ham","Hi Harish's rent has been transfred to ur Acnt."
"ham","Anything lor is she coming?"
"ham","Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good."
"ham","Ü still attending da talks?"
"ham","No probs hon! How u doinat the mo?"
"ham","K I'll take care of it"
"ham","I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?"
"ham","My battery is low babe"
"ham","Shuhui has bought ron's present it's a swatch watch..."
"ham","Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
"ham","Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?"
"ham","K I'll be sure to get up before noon and see what's what"
"ham","K...k...yesterday i was in cbe ."
"ham","Went to ganesh dress shop"
"spam","pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
"ham","Ü collecting ur laptop then going to configure da settings izzit?"
"ham","If you r @ home then come down within 5 min"
"ham","Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
"ham","Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house"
"spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"ham","Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
"ham","Tell me pa. How is pain de."
"ham","HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG"
"ham","Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
"ham","Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
"ham","ALRITE"
"ham","Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow."
"spam","URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only"
"ham","How do you guys go to see movies on your side."
"ham","Sorry,in meeting I'll call later"
"ham","You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs"
"ham","Kindly send some one to our flat before  &lt;DECIMAL&gt;  today."
"spam","Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info"
"ham","Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today..."
"ham","What time should I tell my friend to be around?"
"ham","Yes. that will be fine. Love you. Be safe."
"ham","Thanks chikku..:-) gud nyt:-*"
"ham","Is xy in ur car when u picking me up?"
"ham","Thanx 4 the time we've spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
"ham","Yo, any way we could pick something up tonight?"
"ham","I've not sent it. He can send me."
"ham","Fine am simply sitting."
"ham","Thts god's gift for birds as humans hav some natural gift frm god.."
"ham","Are you coming to day for class."
"ham","Im done. Just studyn in library"
"ham","Ok... U enjoy ur shows..."
"ham","Anything..."
"ham","Where wuld I be without my baby? The thought alone mite break me and I don't wanna go crazy but everyboy needs his lady xxxxxxxx"
"ham","Wat's my dear doing? Sleeping ah?"
"ham","Hi' Test on  &lt;#&gt; rd ...."
"ham","Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr."
"ham","Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night"
"ham","Yup n her fren lor. I'm meeting my fren at 730."
"ham","Yeah, we got one lined up for us"
"ham","And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
"ham","Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me."
"ham","Hey i've booked the pilates and yoga lesson already... Haha"
"ham","Are you ok. What happen to behave like this"
"spam","You have 1 new message. Please call 08712400200."
"ham","My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her."
"ham","Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
"ham","No message..no responce..what happend?"
"spam","We currently have a message awaiting your collection. To collect your message just call 08718723815."
